IR,RED,X,Y,Z,HR,RR,SPO2,Error Rate
229057.0,207232.0,0.006,-0.8977,-0.4183,,,,
229049.0,207191.0,0.004,-0.8957,-0.4223,,,,
229115.0,207195.0,0.004,-0.8967,-0.4173,,,,
229057.0,207216.0,0.005,-0.8967,-0.4193,,,,
229115.0,207234.0,0.005,-0.9037,-0.4173,,,,
229145.0,207273.0,0.01,-0.8987,-0.4173,,,,
229190.0,207301.0,0.01,-0.8987,-0.4193,,,,
229291.0,207295.0,0.008,-0.8967,-0.4213,,,,
229280.0,207347.0,0.009,-0.8967,-0.4213,,,,
229244.0,207249.0,0.005,-0.8957,-0.4183,,,,
229089.0,207323.0,0.006,-0.8977,-0.4173,,,,
228903.0,207205.0,0.004,-0.8977,-0.4193,,,,
228770.0,207034.0,0.003,-0.8977,-0.4183,,,,
228662.0,207044.0,0.004,-0.8987,-0.4183,,,,
228605.0,206997.0,0.004,-0.8967,-0.4173,,,,
228617.0,207035.0,0.005,-0.8957,-0.4203,,,,
228636.0,207102.0,0.004,-0.8957,-0.4193,,,,
228662.0,207043.0,0.008,-0.8967,-0.4153,,,,
228817.0,207083.0,0.005,-0.8987,-0.4213,,,,
228878.0,207139.0,0.003,-0.9007,-0.4203,,,,
228843.0,207154.0,0.005,-0.8987,-0.4193,,,,
228811.0,207173.0,0.006,-0.9007,-0.4153,,,,
228827.0,207045.0,0.008,-0.9017,-0.4143,,,,
228788.0,207162.0,0.007,-0.8947,-0.4173,,,,
228786.0,207142.0,0.008,-0.8937,-0.4123,,,,
228741.0,207095.0,0.003,-0.8947,-0.4173,,,,
228842.0,207075.0,0.006,-0.8957,-0.4183,,,,
228858.0,207114.0,0.003,-0.8967,-0.4233,,,,
228885.0,207206.0,0.005,-0.9017,-0.4183,,,,
228930.0,207163.0,0.006,-0.8957,-0.4143,,,,
228954.0,207145.0,0.006,-0.8967,-0.4163,,,,
229004.0,207153.0,0.004,-0.8967,-0.4183,,,,
229048.0,207236.0,0.009,-0.8977,-0.4233,,,,
229079.0,207203.0,0.011,-0.8977,-0.4183,,,,
229022.0,207192.0,0.009,-0.8967,-0.4203,,,,
229169.0,207196.0,0.007,-0.8957,-0.4193,,,,
229137.0,207339.0,0.005,-0.8927,-0.4233,,,,
229118.0,207235.0,0.006,-0.8937,-0.4223,,,,
229175.0,207329.0,0.006,-0.8967,-0.4233,,,,
229129.0,207250.0,0.002,-0.8957,-0.4203,,,,
228960.0,207179.0,0.004,-0.8947,-0.4173,,,,
228872.0,207131.0,0.006,-0.8977,-0.4213,,,,
228775.0,207097.0,0.006,-0.8997,-0.4203,,,,
228827.0,207051.0,0.002,-0.8967,-0.4203,,,,
228783.0,207168.0,0.004,-0.8957,-0.4213,,,,
228861.0,207096.0,0.004,-0.8927,-0.4173,,,,
228800.0,207100.0,0.006,-0.8927,-0.4193,,,,
228860.0,207125.0,0.005,-0.8967,-0.4203,,,,
228913.0,207101.0,0.006,-0.9017,-0.4223,,,,
229015.0,207208.0,0.003,-0.8997,-0.4233,,,,
229049.0,207229.0,0.001,-0.8987,-0.4233,,,,
229163.0,207231.0,0.003,-0.8977,-0.4233,,,,
229188.0,207191.0,0.004,-0.8977,-0.4263,,,,
229197.0,207344.0,0.005,-0.8947,-0.4263,,,,
229260.0,207299.0,0.009,-0.8937,-0.4243,,,,
229249.0,207245.0,0.006,-0.8937,-0.4233,,,,
229184.0,207365.0,0.006,-0.8937,-0.4233,,,,
229216.0,207318.0,0.002,-0.8957,-0.4314,,,,
229162.0,207226.0,0.012,-0.8937,-0.4243,,,,
229168.0,207335.0,0.008,-0.8957,-0.4273,,,,
229197.0,207316.0,0.006,-0.8967,-0.4213,,,,
229127.0,207285.0,0.006,-0.8967,-0.4213,,,,
229260.0,207224.0,0.009,-0.8957,-0.4143,,,,
229313.0,207313.0,0.008,-0.8987,-0.4203,,,,
229251.0,207322.0,0.006,-0.8977,-0.4223,,,,
229254.0,207317.0,0.0,-0.8987,-0.4233,,,,
229351.0,207314.0,0.002,-0.8997,-0.4173,,,,
229387.0,207408.0,0.004,-0.8977,-0.4183,,,,
229546.0,207473.0,0.007,-0.9007,-0.4153,,,,
229595.0,207575.0,0.006,-0.9007,-0.4193,,,,
229542.0,207473.0,0.005,-0.8997,-0.4153,,,,
229624.0,207535.0,0.006,-0.8967,-0.4133,,,,
229583.0,207519.0,0.007,-0.9017,-0.4143,,,,
229828.0,207564.0,0.007,-0.9007,-0.4193,,,,
229803.0,207569.0,0.008,-0.8957,-0.4193,,,,
229750.0,207563.0,0.007,-0.8957,-0.4203,,,,
229695.0,207546.0,0.007,-0.8997,-0.4193,,,,
229679.0,207601.0,0.006,-0.9007,-0.4183,,,,
229640.0,207474.0,0.006,-0.8967,-0.4213,,,,
229231.0,207367.0,0.009,-0.8947,-0.4183,,,,
229179.0,207352.0,0.005,-0.8967,-0.4193,,,,
228979.0,207243.0,0.008,-0.8957,-0.4173,,,,
229088.0,207257.0,0.004,-0.8927,-0.4173,,,,
228956.0,207267.0,0.003,-0.8977,-0.4163,,,,
229081.0,207236.0,0.004,-0.8977,-0.4193,,,,
229014.0,207217.0,0.005,-0.8917,-0.4143,,,,
229092.0,207295.0,0.006,-0.8957,-0.4153,,,,
229094.0,207246.0,0.009,-0.8997,-0.4173,,,,
229167.0,207301.0,0.007,-0.8957,-0.4173,,,,
229141.0,207260.0,0.009,-0.8967,-0.4163,,,,
229137.0,207280.0,0.008,-0.8977,-0.4163,,,,
229237.0,207274.0,0.007,-0.8997,-0.4153,,,,
229321.0,207310.0,0.007,-0.8997,-0.4183,,,,
229266.0,207417.0,0.007,-0.8997,-0.4203,,,,
229331.0,207374.0,0.007,-0.8967,-0.4203,,,,
229250.0,207390.0,0.007,-0.8977,-0.4193,,,,
229221.0,207357.0,0.007,-0.9017,-0.4173,,,,
229261.0,207353.0,0.005,-0.8977,-0.4183,,,,
229214.0,207275.0,0.005,-0.8927,-0.4203,,,,
229260.0,207352.0,0.003,-0.8967,-0.4153,,,,
229287.0,207309.0,0.005,-0.9027,-0.4203,,,,
229226.0,207274.0,0.009,-0.9027,-0.4203,,,,
229315.0,207289.0,0.01,-0.9037,-0.4173,,,,
229351.0,207333.0,0.01,-0.9027,-0.4163,,,,
229327.0,207389.0,0.007,-0.9007,-0.4173,,,,
229349.0,207376.0,0.007,-0.8977,-0.4203,,,,
229382.0,207448.0,0.008,-0.8967,-0.4223,,,,
229419.0,207417.0,0.006,-0.8997,-0.4213,,,,
229455.0,207412.0,0.007,-0.9017,-0.4213,,,,
229509.0,207481.0,0.006,-0.9017,-0.4193,,,,
229492.0,207436.0,0.007,-0.9017,-0.4183,,,,
229446.0,207432.0,0.007,-0.9027,-0.4233,,,,
229553.0,207459.0,0.008,-0.9047,-0.4223,,,,
229546.0,207520.0,0.004,-0.9057,-0.4233,,,,
229494.0,207450.0,0.004,-0.9027,-0.4203,,,,
229368.0,207395.0,0.006,-0.8987,-0.4173,,,,
229327.0,207326.0,0.006,-0.8987,-0.4173,,,,
229131.0,207348.0,0.011,-0.8967,-0.4173,,,,
229023.0,207273.0,0.007,-0.8987,-0.4173,,,,
228988.0,207214.0,0.007,-0.9007,-0.4163,,,,
229102.0,207269.0,0.005,-0.8987,-0.4183,,,,
229173.0,207327.0,0.007,-0.8977,-0.4203,,,,
229154.0,207260.0,0.008,-0.8967,-0.4193,,,,
229177.0,207243.0,0.007,-0.8947,-0.4173,,,,
229108.0,207289.0,0.007,-0.8947,-0.4183,,,,
229168.0,207247.0,0.008,-0.8927,-0.4193,,,,
229224.0,207257.0,0.005,-0.8917,-0.4153,,,,
229131.0,207309.0,0.007,-0.8927,-0.4173,,,,
229185.0,207311.0,0.004,-0.8957,-0.4163,,,,
229202.0,207307.0,0.003,-0.8967,-0.4143,,,,
229274.0,207312.0,0.006,-0.8967,-0.4123,,,,
229258.0,207371.0,0.007,-0.8987,-0.4123,,,,
229265.0,207346.0,0.006,-0.8997,-0.4203,,,,
229388.0,207336.0,0.007,-0.9017,-0.4173,,,,
229280.0,207338.0,0.007,-0.9017,-0.4073,,,,
229341.0,207444.0,0.01,-0.9007,-0.4083,,,,
229440.0,207342.0,0.009,-0.8997,-0.4113,,,,
229467.0,207372.0,0.007,-0.8977,-0.4163,,,,
229494.0,207401.0,0.005,-0.8997,-0.4173,,,,
229486.0,207391.0,0.007,-0.8947,-0.4223,,,,
229547.0,207402.0,0.008,-0.8977,-0.4223,,,,
229583.0,207418.0,0.006,-0.8967,-0.4253,,,,
229505.0,207393.0,0.006,-0.8977,-0.4233,,,,
229416.0,207343.0,0.006,-0.8987,-0.4213,,,,
229171.0,207288.0,0.009,-0.8957,-0.4223,,,,
229084.0,207251.0,0.006,-0.8927,-0.4193,,,,
228972.0,207242.0,0.005,-0.8967,-0.4203,,,,
228945.0,207221.0,0.005,-0.8957,-0.4183,,,,
228927.0,207183.0,0.006,-0.8977,-0.4233,,,,
228912.0,207142.0,0.011,-0.8967,-0.4253,,,,
228989.0,207128.0,0.008,-0.8977,-0.4213,,,,
228906.0,207172.0,0.009,-0.8967,-0.4173,,,,
228997.0,207204.0,0.007,-0.9017,-0.4183,,,,
229051.0,207296.0,0.006,-0.8987,-0.4183,,,,
229033.0,207225.0,0.007,-0.8987,-0.4153,,,,
229026.0,207217.0,0.007,-0.8997,-0.4153,,,,
229116.0,207243.0,0.006,-0.8987,-0.4163,,,,
229194.0,207372.0,0.008,-0.9027,-0.4213,,,,
229215.0,207317.0,0.004,-0.8987,-0.4213,,,,
229207.0,207239.0,0.007,-0.8967,-0.4233,,,,
229130.0,207263.0,0.007,-0.8937,-0.4223,,,,
229168.0,207217.0,0.008,-0.8977,-0.4213,,,,
229183.0,207279.0,0.006,-0.8967,-0.4183,,,,
229136.0,207271.0,0.007,-0.8957,-0.4183,,,,
229142.0,207251.0,0.005,-0.8927,-0.4233,,,,
229165.0,207250.0,0.007,-0.8947,-0.4233,,,,
229112.0,207275.0,0.007,-0.8997,-0.4203,,,,
229129.0,207269.0,0.007,-0.9007,-0.4203,,,,
229277.0,207364.0,0.008,-0.8967,-0.4193,,,,
229420.0,207351.0,0.006,-0.8967,-0.4203,,,,
229420.0,207372.0,0.004,-0.8957,-0.4203,,,,
229291.0,207369.0,0.003,-0.8967,-0.4163,,,,
229095.0,207263.0,0.002,-0.8977,-0.4223,,,,
229001.0,207243.0,0.002,-0.8977,-0.4193,,,,
228883.0,207162.0,0.001,-0.8987,-0.4203,,,,
228797.0,207148.0,0.002,-0.8927,-0.4213,,,,
228683.0,207111.0,-0.002,-0.8947,-0.4233,,,,
228820.0,207074.0,0.001,-0.8987,-0.4183,,,,
228861.0,207132.0,0.001,-0.8967,-0.4233,,,,
228816.0,207118.0,0.003,-0.8967,-0.4233,,,,
228789.0,207134.0,0.006,-0.8957,-0.4183,,,,
228818.0,207145.0,0.004,-0.8977,-0.4193,,,,
228967.0,207151.0,0.003,-0.8947,-0.4183,,,,
228986.0,207216.0,0.006,-0.8997,-0.4183,,,,
229059.0,207229.0,0.008,-0.8987,-0.4223,,,,
229125.0,207212.0,0.007,-0.8987,-0.4203,,,,
229043.0,207229.0,0.006,-0.8977,-0.4183,,,,
229100.0,207189.0,0.004,-0.8987,-0.4183,,,,
229026.0,207209.0,0.005,-0.8967,-0.4173,,,,
228979.0,207229.0,0.005,-0.8987,-0.4143,,,,
229042.0,207150.0,0.011,-0.8977,-0.4183,,,,
229016.0,207204.0,0.007,-0.8987,-0.4153,,,,
229087.0,207238.0,0.009,-0.8977,-0.4193,,,,
229057.0,207242.0,0.008,-0.8967,-0.4173,,,,
229126.0,207226.0,0.007,-0.8987,-0.4133,,,,
229055.0,207233.0,0.004,-0.9007,-0.4173,,,,
229175.0,207255.0,0.003,-0.8977,-0.4183,,,,
229121.0,207240.0,0.003,-0.8987,-0.4203,,,,
229203.0,207361.0,0.007,-0.8957,-0.4183,,,,
229174.0,207266.0,0.009,-0.8987,-0.4183,,,,
229237.0,207345.0,0.007,-0.8967,-0.4183,,,,
229294.0,207342.0,0.008,-0.8997,-0.4173,,,,
229283.0,207408.0,0.006,-0.8947,-0.4213,,,,
229352.0,207366.0,0.005,-0.8907,-0.4173,,,,
229303.0,207337.0,0.008,-0.8967,-0.4183,,,,
229370.0,207428.0,0.008,-0.8977,-0.4213,,,,
229367.0,207365.0,0.007,-0.8977,-0.4203,,,,
229371.0,207406.0,0.005,-0.8997,-0.4183,,,,
229218.0,207347.0,0.004,-0.8997,-0.4183,,,,
229065.0,207261.0,0.003,-0.9007,-0.4183,,,,
228927.0,207198.0,0.004,-0.8967,-0.4173,,,,
228775.0,207142.0,0.005,-0.8967,-0.4143,,,,
228805.0,207113.0,0.007,-0.8997,-0.4133,,,,
228729.0,207094.0,0.006,-0.8927,-0.4133,,,,
228808.0,207111.0,0.009,-0.8937,-0.4113,,,,
228811.0,207182.0,0.01,-0.8937,-0.4183,,,,
228800.0,207117.0,0.005,-0.8937,-0.4193,,,,
228866.0,207172.0,0.008,-0.8947,-0.4183,,,,
228865.0,207157.0,0.006,-0.8967,-0.4183,,,,
228861.0,207162.0,0.006,-0.8997,-0.4153,,,,
228844.0,207158.0,0.006,-0.8957,-0.4113,,,,
228872.0,207156.0,0.008,-0.8967,-0.4163,,,,
228855.0,207158.0,0.006,-0.8977,-0.4213,,,,
228883.0,207185.0,0.008,-0.8957,-0.4223,,,,
228922.0,207162.0,0.007,-0.8937,-0.4243,,,,
228958.0,207159.0,0.008,-0.8967,-0.4223,,,,
229034.0,207199.0,0.006,-0.8957,-0.4213,,,,
229068.0,207244.0,0.005,-0.8947,-0.4203,,,,
229052.0,207232.0,0.005,-0.8967,-0.4233,,,,
229094.0,207210.0,0.004,-0.9007,-0.4213,,,,
229158.0,207264.0,0.007,-0.9007,-0.4183,,,,
229173.0,207256.0,0.007,-0.8997,-0.4173,,,,
229202.0,207268.0,0.008,-0.8987,-0.4173,,,,
229217.0,207337.0,0.009,-0.8967,-0.4173,,,,
229268.0,207290.0,0.009,-0.8957,-0.4183,,,,
229270.0,207353.0,0.007,-0.8907,-0.4163,,,,
229298.0,207300.0,0.007,-0.8967,-0.4143,,,,
229318.0,207306.0,0.008,-0.8977,-0.4203,,,,
229349.0,207350.0,0.007,-0.9007,-0.4203,,,,
229381.0,207429.0,0.007,-0.8997,-0.4173,,,,
229297.0,207336.0,0.007,-0.8937,-0.4163,,,,
229201.0,207309.0,0.005,-0.8977,-0.4143,,,,
229033.0,207256.0,0.005,-0.8997,-0.4193,,,,
228893.0,207194.0,0.006,-0.8927,-0.4203,,,,
228745.0,207136.0,0.007,-0.8927,-0.4173,,,,
228745.0,207075.0,0.008,-0.8937,-0.4153,,,,
228685.0,207092.0,0.006,-0.8917,-0.4183,,,,
228711.0,207103.0,0.004,-0.8957,-0.4213,,,,
228747.0,207123.0,0.006,-0.8967,-0.4213,,,,
228792.0,207066.0,0.006,-0.8967,-0.4213,,,,
228767.0,207109.0,-0.001,-0.8967,-0.4113,,,,
228777.0,207128.0,0.003,-0.8987,-0.4023,,,,
228855.0,207168.0,-0.003,-0.9027,-0.4113,,,,
228879.0,207206.0,-0.001,-0.9057,-0.4113,,,,
228816.0,207147.0,0.003,-0.9017,-0.4133,,,,
228864.0,207234.0,0.003,-0.9017,-0.4133,,,,
228873.0,207221.0,0.003,-0.9027,-0.4093,,,,
228853.0,207173.0,0.012,-0.8977,-0.4083,,,,
228833.0,207141.0,0.006,-0.8947,-0.4153,,,,
228884.0,207214.0,0.003,-0.8937,-0.4243,,,,
228860.0,207238.0,0.005,-0.8987,-0.4243,,,,
228895.0,207126.0,0.004,-0.9007,-0.4243,,,,
228908.0,207170.0,0.004,-0.8977,-0.4183,,,,
228918.0,207229.0,0.005,-0.8937,-0.4183,,,,
228919.0,207193.0,0.005,-0.8967,-0.4193,,,,
228967.0,207240.0,0.006,-0.8987,-0.4213,,,,
228993.0,207196.0,0.004,-0.8977,-0.4173,,,,
228930.0,207191.0,0.004,-0.8997,-0.4153,,,,
229123.0,207257.0,0.003,-0.8957,-0.4183,,,,
229105.0,207288.0,0.005,-0.8987,-0.4223,,,,
229227.0,207309.0,0.006,-0.8987,-0.4223,,,,
229199.0,207361.0,0.007,-0.9007,-0.4193,,,,
229193.0,207284.0,0.006,-0.8997,-0.4223,,,,
229060.0,207324.0,0.004,-0.9017,-0.4203,,,,
228946.0,207213.0,0.004,-0.9007,-0.4223,,,,
228803.0,207169.0,0.004,-0.8957,-0.4143,,,,
228675.0,207100.0,0.004,-0.8967,-0.4163,,,,
228715.0,207059.0,0.004,-0.8947,-0.4113,,,,
228610.0,207124.0,0.005,-0.8967,-0.4123,,,,
228679.0,207122.0,0.009,-0.8977,-0.4153,,,,
228711.0,207072.0,0.008,-0.8967,-0.4153,,,,
228751.0,207177.0,0.009,-0.8957,-0.4143,,,,
228729.0,207104.0,0.006,-0.8937,-0.4173,,,,
228771.0,207106.0,0.006,-0.8927,-0.4203,,,,
228884.0,207162.0,0.006,-0.8977,-0.4173,,,,
228824.0,207153.0,0.005,-0.8977,-0.4183,,,,
228902.0,207243.0,0.006,-0.9027,-0.4163,,,,
228944.0,207255.0,0.005,-0.9027,-0.4193,,,,
228903.0,207171.0,0.004,-0.9017,-0.4203,,,,
228863.0,207164.0,0.006,-0.8957,-0.4223,,,,
228921.0,207123.0,0.007,-0.8957,-0.4173,,,,
228863.0,207185.0,0.008,-0.8937,-0.4183,,,,
228894.0,207160.0,0.005,-0.8927,-0.4183,,,,
228872.0,207101.0,0.004,-0.8897,-0.4153,,,,
228873.0,207236.0,0.001,-0.8927,-0.4173,,,,
228874.0,207163.0,0.004,-0.8977,-0.4173,,,,
228915.0,207233.0,0.008,-0.8977,-0.4183,,,,
228928.0,207175.0,0.004,-0.8977,-0.4173,,,,
228953.0,207159.0,0.004,-0.8987,-0.4203,,,,
228954.0,207215.0,0.003,-0.8997,-0.4153,,,,
229015.0,207285.0,0.004,-0.8997,-0.4193,,,,
229009.0,207227.0,0.005,-0.8997,-0.4193,,,,
229077.0,207287.0,0.006,-0.9007,-0.4173,,,,
229066.0,207250.0,0.006,-0.9007,-0.4173,,,,
229134.0,207333.0,0.01,-0.8927,-0.4133,,,,
229140.0,207271.0,0.01,-0.8927,-0.4133,,,,
229191.0,207341.0,0.007,-0.8967,-0.4223,,,,
229067.0,207251.0,0.005,-0.8987,-0.4163,,,,
228980.0,207166.0,0.008,-0.8917,-0.4183,,,,
228775.0,207090.0,0.008,-0.8927,-0.4203,,,,
228621.0,207104.0,0.005,-0.8927,-0.4193,,,,
228620.0,207078.0,0.005,-0.8977,-0.4153,,,,
228586.0,207018.0,0.0,-0.8947,-0.4163,,,,
228570.0,207038.0,-0.004,-0.8927,-0.4203,,,,
228630.0,207167.0,0.0,-0.8957,-0.4183,,,,
228685.0,207033.0,0.001,-0.8947,-0.4243,,,,
228636.0,207128.0,0.005,-0.8967,-0.4263,,,,
228704.0,207090.0,0.007,-0.9017,-0.4243,,,,
228706.0,207169.0,0.005,-0.8967,-0.4223,,,,
228679.0,207120.0,0.007,-0.8997,-0.4243,,,,
228730.0,207091.0,0.007,-0.8997,-0.4223,,,,
228722.0,207196.0,0.007,-0.8957,-0.4183,,,,
228774.0,207170.0,0.006,-0.8937,-0.4173,,,,
228742.0,207125.0,0.006,-0.8897,-0.4153,,,,
228775.0,207165.0,0.005,-0.8927,-0.4173,,,,
228838.0,207270.0,0.007,-0.8967,-0.4193,,,,
228903.0,207260.0,0.008,-0.9047,-0.4193,,,,
228943.0,207229.0,0.005,-0.9007,-0.4183,,,,
228964.0,207243.0,0.006,-0.8997,-0.4183,,,,
228997.0,207309.0,0.006,-0.8977,-0.4173,,,,
229036.0,207273.0,0.005,-0.8987,-0.4183,,,,
229026.0,207310.0,0.003,-0.8987,-0.4163,,,,
228984.0,207265.0,0.003,-0.8927,-0.4183,,,,
228791.0,207156.0,0.004,-0.8917,-0.4213,,,,
228647.0,207094.0,0.004,-0.8927,-0.4233,,,,
228559.0,207041.0,0.003,-0.8977,-0.4213,,,,
228519.0,206977.0,0.003,-0.8947,-0.4213,,,,
228500.0,207006.0,0.001,-0.8947,-0.4213,,,,
228491.0,206991.0,0.001,-0.8977,-0.4223,,,,
228533.0,207054.0,0.004,-0.8967,-0.4213,,,,
228495.0,207018.0,0.006,-0.8977,-0.4193,,,,
228539.0,207011.0,0.007,-0.8987,-0.4183,,,,
228581.0,207058.0,0.008,-0.9017,-0.4253,,,,
228521.0,207048.0,0.008,-0.9017,-0.4253,,,,
228632.0,207125.0,0.005,-0.9057,-0.4203,,,,
228669.0,207120.0,0.007,-0.9097,-0.4213,,,,
228645.0,207080.0,0.006,-0.9027,-0.4183,,,,
228687.0,207052.0,0.008,-0.8987,-0.4143,,,,
228687.0,207102.0,0.004,-0.8957,-0.4123,,,,
228641.0,207133.0,0.003,-0.8887,-0.4243,,,,
228629.0,207167.0,0.0,-0.8867,-0.4303,,,,
228628.0,207134.0,0.003,-0.8897,-0.4364,,,,
228589.0,207144.0,0.002,-0.8937,-0.4303,,,,
228634.0,207063.0,0.0,-0.9007,-0.4203,,,,
228659.0,207167.0,0.0,-0.8997,-0.4213,,,,
228676.0,207160.0,-0.001,-0.8957,-0.4233,,,,
228707.0,207200.0,-0.001,-0.8907,-0.4334,,,,
228761.0,207168.0,0.003,-0.8907,-0.4283,,,,
228744.0,207125.0,0.005,-0.8917,-0.4324,,,,
228788.0,207180.0,0.002,-0.8977,-0.4273,,,,
228833.0,207182.0,0.005,-0.8977,-0.4213,,,,
228882.0,207158.0,0.007,-0.9017,-0.4263,,,,
228875.0,207199.0,0.003,-0.8957,-0.4273,,,,
228879.0,207195.0,0.001,-0.8897,-0.4233,,,,
228760.0,207152.0,0.003,-0.8817,-0.4233,,,,
228601.0,207067.0,0.007,-0.8827,-0.4314,,,,
228464.0,207037.0,0.004,-0.8887,-0.4324,,,,
228414.0,206956.0,-0.001,-0.8927,-0.4273,,,,
228304.0,206973.0,0.006,-0.8937,-0.4193,,,,
228313.0,207013.0,0.004,-0.8927,-0.4153,,,,
228353.0,206981.0,0.0,-0.8877,-0.4213,,,,
228360.0,206979.0,0.0,-0.8947,-0.4293,,,,
228393.0,207039.0,0.0,-0.9007,-0.4253,,,,
228471.0,207063.0,0.004,-0.9017,-0.4203,,,,
228455.0,207032.0,0.001,-0.8967,-0.4173,,,,
228463.0,207039.0,0.0,-0.9007,-0.4223,,,,
228386.0,207022.0,0.0,-0.9047,-0.4243,,,,
228387.0,207037.0,0.001,-0.9017,-0.4223,,,,
228437.0,206982.0,0.0,-0.9017,-0.4133,,,,
228454.0,207072.0,-0.002,-0.9027,-0.4123,,,,
228493.0,206996.0,0.0,-0.8967,-0.4213,,,,
228524.0,207065.0,0.001,-0.8927,-0.4143,,,,
228558.0,207049.0,0.002,-0.8887,-0.4183,,,,
228611.0,207057.0,0.003,-0.8857,-0.4213,,,,
228649.0,207058.0,0.004,-0.8887,-0.4223,,,,
228685.0,207108.0,-0.007,-0.8857,-0.4243,,,,
228704.0,207185.0,0.006,-0.8907,-0.4253,,,,
228712.0,207146.0,-0.002,-0.8907,-0.4223,,,,
228747.0,207224.0,0.002,-0.8937,-0.4183,,,,
228823.0,207137.0,-0.003,-0.9077,-0.4233,,,,
228832.0,207143.0,0.013,-0.9007,-0.4233,,,,
228881.0,207203.0,0.0,-0.9017,-0.4334,,,,
228831.0,207213.0,0.01,-0.9047,-0.4253,,,,
228677.0,207108.0,0.006,-0.9077,-0.4273,,,,
228510.0,207051.0,0.002,-0.9047,-0.4223,,,,
228358.0,207000.0,0.003,-0.9007,-0.4233,,,,
228268.0,207014.0,0.005,-0.8897,-0.4233,,,,
228246.0,206950.0,0.006,-0.8827,-0.4233,,,,
228169.0,206923.0,0.005,-0.8827,-0.4253,,,,
228221.0,206994.0,0.004,-0.8827,-0.4253,,,,
228260.0,206953.0,0.004,-0.8857,-0.4243,,,,
228248.0,206941.0,0.005,-0.8867,-0.4263,,,,
228290.0,206974.0,0.004,-0.8907,-0.4314,,,,
228279.0,206940.0,0.001,-0.8937,-0.4314,,,,
228287.0,206962.0,0.003,-0.8937,-0.4314,,,,
228293.0,206968.0,0.002,-0.8977,-0.4283,,,,
228317.0,206963.0,0.002,-0.9047,-0.4293,,,,
228350.0,206970.0,0.003,-0.9037,-0.4303,,,,
228326.0,207042.0,0.005,-0.9037,-0.4303,,,,
228399.0,207006.0,0.003,-0.8957,-0.4303,,,,
228385.0,207064.0,0.004,-0.8897,-0.4324,,,,
228364.0,206964.0,0.003,-0.8797,-0.4273,,,,
228377.0,206922.0,0.005,-0.8757,-0.4273,,,,
228377.0,207022.0,0.004,-0.8787,-0.4293,,,,
228371.0,206993.0,0.003,-0.8857,-0.4283,,,,
228431.0,206986.0,0.002,-0.8907,-0.4263,,,,
228445.0,207030.0,0.002,-0.8937,-0.4243,,,,
228467.0,206999.0,0.005,-0.8947,-0.4243,,,,
228631.0,207207.0,0.003,-0.8887,-0.4344,,,,
228649.0,207163.0,0.004,-0.8877,-0.4344,,,,
228707.0,207251.0,0.006,-0.8827,-0.4334,,,,
228774.0,207240.0,0.006,-0.8847,-0.4334,,,,
228701.0,207199.0,0.008,-0.8897,-0.4314,,,,
228804.0,207206.0,0.006,-0.8917,-0.4273,,,,
228859.0,207274.0,0.006,-0.8947,-0.4293,,,,
228762.0,207226.0,0.007,-0.8997,-0.4273,,,,
228786.0,207237.0,0.008,-0.9007,-0.4263,,,,
228750.0,207185.0,0.003,-0.8977,-0.4263,,,,
228593.0,207124.0,0.001,-0.8927,-0.4273,,,,
228467.0,207115.0,0.002,-0.8917,-0.4283,,,,
228329.0,207100.0,0.003,-0.8857,-0.4273,,,,
228306.0,207004.0,0.003,-0.8807,-0.4314,,,,
228254.0,207004.0,0.003,-0.8857,-0.4303,,,,
228294.0,206987.0,0.005,-0.8837,-0.4303,,,,
228284.0,207035.0,0.005,-0.8907,-0.4263,,,,
228283.0,206969.0,0.005,-0.8917,-0.4283,,,,
228318.0,207009.0,0.005,-0.8937,-0.4324,,,,
228293.0,206989.0,0.001,-0.8927,-0.4293,,,,
228340.0,206979.0,0.002,-0.8927,-0.4263,,,,
228413.0,207078.0,0.006,-0.8927,-0.4253,,,,
228359.0,207030.0,0.003,-0.8947,-0.4243,,,,
228415.0,207043.0,0.004,-0.8947,-0.4314,,,,
228484.0,207063.0,0.003,-0.8987,-0.4324,,,,
228433.0,207036.0,0.003,-0.8907,-0.4283,,,,
228450.0,207030.0,0.004,-0.8887,-0.4283,,,,
228441.0,207030.0,0.003,-0.8887,-0.4303,,,,
228371.0,207023.0,0.004,-0.8927,-0.4293,,,,
228405.0,207022.0,0.003,-0.8947,-0.4243,,,,
228453.0,206997.0,0.006,-0.8917,-0.4273,,,,
228392.0,207054.0,0.008,-0.8927,-0.4303,,,,
228448.0,207059.0,0.006,-0.8947,-0.4303,,,,
228532.0,207085.0,0.006,-0.8897,-0.4283,,,,
228532.0,207157.0,0.001,-0.8927,-0.4293,,,,
228554.0,207190.0,0.001,-0.8947,-0.4334,,,,
228594.0,207208.0,0.002,-0.8917,-0.4334,,,,
228688.0,207153.0,0.004,-0.8917,-0.4293,,,,
228652.0,207203.0,0.002,-0.8917,-0.4243,,,,
228696.0,207181.0,0.003,-0.8927,-0.4273,,,,
228735.0,207265.0,0.003,-0.8917,-0.4263,,,,
228763.0,207235.0,0.006,-0.8917,-0.4253,,,,
228801.0,207235.0,0.005,-0.8917,-0.4263,,,,
228819.0,207296.0,0.003,-0.8877,-0.4273,,,,
228850.0,207300.0,0.0,-0.8877,-0.4263,,,,
228751.0,207184.0,0.005,-0.8917,-0.4283,,,,
228635.0,207143.0,0.004,-0.8947,-0.4293,,,,
