"IR1","RED1","IR2","RED2","IR3","RED3","IR4","RED4"
1360,1736,36039,42083,160198,184314,241539,262143
1358,1746,36034,42067,160198,184314,241612,262143
1365,1734,36001,42036,160208,184315,242132,262143
1374,1750,36001,42036,160255,184351,242132,262143
1360,1759,35946,42030,160292,184386,242174,262143
1365,1746,35991,42034,160347,184432,241952,262143
1375,1740,35991,42034,160572,184638,241952,262143
1375,1740,35971,42044,160563,184655,241988,262143
1425,1704,35986,42038,160322,184355,241560,262143
1361,1739,35986,42038,160322,184355,241560,262143
1361,1739,35976,42043,160284,184335,241354,262143
1367,1743,35983,42047,160374,184458,241594,262143
1355,1742,35983,42047,160400,184496,241594,262143
1355,1742,35958,42038,160406,184479,241522,262143
1376,1785,35988,42030,160241,184398,240544,262143
1375,1727,35988,42030,160241,184398,240544,262143
1375,1727,35964,42049,160225,184337,240390,262143
1378,1777,35994,42036,160241,184347,240441,262143
1366,1747,35994,42036,160241,184347,240441,262143
1366,1747,35942,42029,160233,184313,240469,262143
1368,1763,35969,42014,160127,184190,241334,262143
1361,1747,35969,42014,160127,184190,241334,262143
1366,1738,36013,41983,160104,184201,241338,262143
1372,1751,35940,41998,159962,184024,240961,262143
1369,1752,35940,41998,159962,184024,240961,262143
1375,1751,35938,41969,159950,184051,240845,262143
1355,1753,35968,42034,159916,183982,241273,262143
1371,1746,35968,42034,159936,184002,241273,262143
1382,1764,35991,42016,159885,183913,241422,262143
1382,1764,35894,42002,159888,183902,241491,262143
1367,1729,35907,41997,160016,183990,241300,262143
1372,1743,35908,41988,160016,183990,241060,262143
1372,1743,35908,41988,160024,184002,240963,262143
1369,1810,35909,42028,160219,184168,240963,262143
1365,1744,35883,41972,160219,184168,240967,262143
1365,1744,35883,41972,160203,184143,240921,262143
1369,1693,35886,41985,160160,184118,240977,262143
1364,1750,35907,41998,160160,184118,241110,262143
1364,1750,35907,41998,160175,184172,241293,262143
1377,1745,35846,41982,160393,184375,241416,262143
1374,1751,35895,41987,160393,184375,241360,262143
1372,1747,35895,41987,160440,184477,241360,262143
1364,1749,35902,41991,160565,184566,241228,262143
1372,1749,35910,42001,160565,184566,240409,262143
1365,1743,35910,42001,160563,184562,240322,262143
1362,1742,35921,42009,160620,184581,240351,262143
1362,1742,35934,42027,160620,184581,240407,262143
1359,1749,35934,42027,160616,184600,240472,262143
1358,1764,35982,41980,160684,184577,240492,262143
1369,1752,35956,42066,160684,184577,240324,262143
1362,1745,35956,42066,160706,184632,240348,262143
1362,1754,35940,42038,160685,184539,241012,262143
1362,1754,35921,42034,160685,184539,241012,262143
1416,1710,35921,42034,160711,184558,241249,262143
1360,1732,35937,42002,160712,184468,241560,262143
1360,1732,35868,41989,160712,184468,241560,262143
1356,1732,35868,41989,160679,184417,241422,262143
1365,1740,35924,41949,160574,184295,240304,262143
1365,1740,35847,41965,160574,184295,240304,262143
1370,1806,35847,41965,160565,184326,240121,262143
1369,1746,35850,41961,160624,184337,239757,262143
1369,1746,35846,41970,160624,184337,239757,262143
1366,1706,35846,41970,160606,184236,239764,262143
1351,1737,35838,42023,160647,184239,239934,262143
1357,1791,35817,41946,160647,184239,239934,262143
1358,1723,35817,41946,160664,184226,239971,262143
1366,1731,35793,42004,160847,184389,239866,262143
1363,1755,35789,41931,160847,184389,239866,262143
1367,1736,35789,41931,160935,184417,239700,262143
1365,1745,35794,41906,161561,185043,239899,262143
1351,1727,35813,41956,161561,185043,239899,262143
1329,1735,35813,41956,161727,185140,240208,262143
1375,1740,35815,42028,161970,185491,241097,262143
1347,1732,35822,41962,161970,185491,241097,262143
1374,1733,35822,41962,161949,185464,241211,262143
1357,1743,35818,42019,161837,185339,242258,262143
1357,1743,35841,41993,161837,185339,242258,262143
1367,1772,35841,41993,161813,185362,242477,262143
1380,1749,35821,41996,161516,185072,240115,262143
1380,1749,35817,41970,161506,185054,240143,262143
1403,1709,35811,41979,161480,185032,240118,262143
1373,1734,35789,41980,161561,185075,240084,262143
1373,1734,35789,41980,161561,185075,240063,262143
1424,1710,35787,41966,161625,185138,239920,262143
1355,1724,35772,41954,162022,185476,239900,262143
1355,1724,35772,41954,162057,185503,240121,262143
1332,1725,35799,41942,162083,185574,240121,262143
1359,1733,35785,41971,162099,185511,240237,262143
1359,1733,35785,41971,162124,185538,240182,262143
1376,1704,35784,41966,162124,185538,240182,262143
1365,1728,35798,41968,162153,185489,240062,262143
1365,1728,35798,41968,162079,185497,239986,262143
1397,1683,35788,41954,162079,185497,239607,262143
1362,1728,35800,42001,162023,185444,239707,262143
1362,1728,35800,42001,161819,185225,239723,262143
1389,1717,35793,42007,161819,185225,239985,262143
1349,1727,35773,41977,161814,185246,239985,262143
1349,1727,35773,41977,161859,185272,240183,262143
1365,1682,35786,41995,161829,185338,241008,262143
1365,1718,35778,42004,161822,185362,241008,262143
1365,1718,35778,42004,161818,185347,241037,262143
1367,1661,35831,41960,161675,185187,240092,262143
1345,1724,35807,42000,161675,185187,240092,262143
1345,1724,35791,42017,161577,185112,239793,262143
1355,1759,35802,42001,161265,184759,237236,262143
1357,1719,35831,42040,161265,184759,237236,262143
1357,1719,35818,42033,161258,184744,236929,262143
1364,1692,35825,42043,161280,184766,236778,262143
1361,1718,35809,42030,161280,184766,236778,262143
1361,1718,35827,42032,161238,184758,236684,262143
1366,1685,35774,42035,161128,184671,237025,262143
1357,1735,35791,42024,161128,184671,237025,262143
1357,1735,35818,42025,161132,184586,237033,262143
1353,1766,35826,42021,161065,184566,236512,262143
1356,1724,35778,42039,161065,184566,236512,262143
1356,1724,35788,42009,161041,184575,236593,262143
1344,1729,35788,42009,160976,184492,237036,262143
1364,1727,35801,42000,160976,184492,237036,262143
1364,1727,35734,41978,160962,184473,237118,262143
1395,1713,35734,41978,160828,184299,237222,262143
1363,1732,35753,41937,160828,184299,237222,262143
1363,1732,35740,41984,160901,184303,237197,262143
1434,1690,35740,41984,160968,184425,237296,262143
1349,1731,35715,41993,160968,184425,237296,262143
1349,1731,35735,41978,160993,184463,237391,262143
1345,1699,35735,41978,161036,184489,237354,262143
1348,1716,35781,41956,161036,184489,237354,262143
1348,1716,35728,41983,161017,184468,237438,262143
1352,1779,35718,42014,160489,184056,239170,262143
1355,1717,35774,42043,160469,184022,238846,262143
1346,1724,35801,42060,160417,184009,238512,262143
1354,1726,35945,42228,160188,183743,238435,262143
1340,1720,36050,42329,160188,183743,238435,262143
1340,1720,36298,42609,160164,183684,238452,262143
1366,1775,36298,42609,160237,183809,238353,262143
1344,1728,36297,42637,160237,183809,238353,262143
1344,1728,36315,42620,160242,183848,238381,262143
1355,1712,36315,42620,160237,183803,237632,262143
1353,1723,36285,42552,160237,183803,237632,262143
1353,1723,36208,42501,160193,183778,237275,262143
1344,1758,36208,42501,160213,183712,235982,262143
1326,1719,36196,42475,160213,183712,235982,262143
1326,1719,36123,42381,160172,183699,236159,262143
1327,1724,36123,42381,160190,183654,237088,262143
1331,1714,36142,42326,160190,183654,237088,262143
1331,1714,36078,42357,160192,183645,237050,262143
1334,1742,36078,42357,160188,183601,236397,262143
1351,1708,36124,42344,160188,183601,236397,262143
1351,1708,36025,42331,160203,183646,236256,262143
1309,1724,36025,42331,160478,183880,235559,262007
1349,1719,36023,42297,160478,183880,235559,262007
1349,1719,35998,42326,160515,183898,235360,261842
1319,1720,35998,42326,160470,183834,235032,261403
1352,1714,35999,42282,160470,183834,235032,261403
1352,1714,35959,42252,160400,183805,235022,261339
1401,1678,35959,42252,160322,183743,236070,262143
1346,1711,35959,42305,160322,183743,236070,262143
1346,1711,35965,42281,160384,183781,236097,262143
1402,1674,35965,42281,160392,183895,235640,262143
1345,1710,35959,42348,160392,183895,235640,262143
1345,1710,35912,42249,160380,183895,235546,262104
1329,1714,35912,42249,160347,183786,234723,261275
1338,1713,35906,42246,160347,183786,234723,261275
1338,1713,35931,42262,160301,183763,234550,261099
1405,1679,35931,42262,160398,183812,234974,261401
1349,1721,35866,42251,160398,183812,234974,261401
1349,1721,35929,42275,160407,183870,235001,261369
1390,1671,35929,42275,160447,183869,235046,261487
1329,1712,35940,42315,160447,183869,235046,261487
1329,1712,35938,42282,160421,183837,235252,261678
1341,1720,35938,42282,160382,183774,235984,262143
1336,1704,35943,42302,160382,183774,235984,262143
1336,1704,35917,42257,160357,183781,236022,262143
1394,1659,35917,42257,160229,183599,236008,262143
1341,1713,35861,42262,160229,183599,235982,262143
1341,1713,35804,42164,160244,183546,235474,262019
1338,1683,35804,42164,160345,183667,235460,262016
1336,1733,35801,42140,160345,183667,235679,262133
1349,1714,35759,42153,160354,183659,235323,261624
1342,1725,35747,42147,160079,183395,235240,261556
1354,1708,35736,42132,160046,183373,235135,261428
1354,1708,35785,42175,160058,183379,235135,261428
1315,1718,35785,42175,160141,183433,235211,261444
1334,1726,35740,42196,160141,183433,235170,261596
1334,1726,35818,42215,160203,183408,235170,261596
1353,1710,35818,42215,160300,183596,235024,261506
1350,1714,35790,42211,160300,183596,234368,261019
1350,1714,35812,42189,160359,183615,234368,261019
1358,1700,35812,42189,160498,183877,234163,260813
1339,1711,35808,42188,160498,183877,230446,256661
1339,1711,35777,42191,160508,183810,230446,256661
1365,1668,35777,42191,160486,183793,229590,255718
1345,1711,35785,42160,160486,183793,226226,251993
1345,1711,35709,42143,160467,183780,226226,251993
1328,1724,35709,42143,160528,183805,225663,251444
1356,1723,35730,42092,160528,183805,224609,250374
1356,1723,35676,42114,160497,183842,224609,250374
1401,1685,35676,42114,160454,183762,224457,250158
1335,1713,35673,42077,160454,183762,222807,248616
1335,1713,35617,42060,160440,183737,222807,248616
1338,1717,35617,42060,160457,183773,221727,247557
1334,1709,35661,42021,160457,183773,212882,238333
1334,1709,35621,42062,160466,183746,212882,238333
1317,1694,35621,42062,160509,183772,211857,237043
1330,1699,35615,42038,160509,183772,208348,233461
1330,1699,35611,42055,160563,183734,208348,233461
1355,1769,35611,42055,160615,183804,207808,232873
1334,1706,35610,42069,160615,183804,209075,233971
1334,1706,35600,42060,160603,183745,209075,233971
1354,1695,35600,42060,160523,183580,209321,234243
1351,1718,35588,42086,160523,183580,209406,234397
1351,1718,35575,42051,160566,183603,209406,234397
1345,1770,35575,42051,160752,183742,209158,234169
1339,1716,35572,42056,160752,183742,207398,232619
1339,1716,35574,42066,160734,183764,207398,232619
1333,1762,35574,42066,160681,183638,207411,232594
1328,1716,35578,42114,160681,183638,208786,234153
1328,1716,35559,42063,160656,183595,208786,234153
1309,1721,35559,42063,160630,183537,208745,234180
1345,1712,35557,42087,160630,183537,207711,233261
1345,1712,35564,42093,160594,183556,207711,233261
1345,1757,35564,42093,160726,183689,207454,233030
1356,1707,35525,42087,160726,183689,208092,233574
1356,1707,35541,42068,160683,183722,208092,233574
1345,1737,35541,42068,160418,183324,208279,233759
1344,1715,35537,42081,160418,183324,208371,233900
1344,1715,35561,42110,160377,183303,208371,233900
1296,1717,35561,42110,160574,183459,208308,233866
1340,1710,35542,42115,160471,183389,210374,236260
1345,1717,35619,42174,160479,183392,210374,236260
1348,1717,35630,42166,160481,183402,210198,236104
1332,1716,35622,42171,160320,183240,210831,236659
1332,1716,35628,42179,160306,183225,210831,236659
1413,1667,35628,42179,160092,183002,211164,236998
1354,1705,35624,42222,160092,183002,213285,239047
1354,1705,35630,42197,160092,182952,213285,239047
1417,1674,35630,42197,160274,183144,213486,239272
1352,1713,35627,42203,160274,183144,213264,239115
1352,1713,35661,42232,160300,183199,213264,239115
1398,1679,35661,42232,160175,183018,213362,239231
1353,1708,35630,42240,160175,183018,213841,239668
1353,1708,35678,42254,160151,182986,213841,239668
1411,1676,35678,42254,160270,183084,213810,239715
1349,1709,35671,42273,160270,183084,213920,239935
1349,1709,35722,42320,160223,183115,213920,239935
1344,1694,35722,42320,159965,182852,213854,239913
1332,1712,35687,42323,159965,182852,213314,239391
1332,1712,35735,42339,159885,182793,213314,239391
1324,1709,35735,42339,159893,182800,213330,239412
1332,1715,35701,42353,159893,182800,212984,239128
1332,1715,35774,42391,159891,182850,212984,239128
1343,1708,35774,42391,160101,183024,212860,238931
1361,1699,35746,42377,160101,183024,212658,238826
1361,1699,35791,42416,160106,183035,212658,238826
1392,1686,35791,42416,160321,183204,212744,238880
1337,1725,35771,42433,160321,183204,212617,238852
1337,1725,35851,42494,160292,183228,212617,238852
1345,1742,35851,42494,160096,182954,212464,238699
1337,1709,35936,42491,160096,182954,213595,239859
1337,1709,35913,42568,160118,182911,213595,239859
1340,1704,35913,42568,160122,182966,213641,239951
1340,1717,35879,42564,160122,182966,213923,240226
1340,1717,35910,42574,160104,182974,213923,240226
1385,1656,35910,42574,160096,182955,214151,240426
1347,1729,35896,42584,160096,182955,214396,240671
1347,1729,35955,42612,160020,182887,214396,240671
1337,1757,35955,42612,159612,182478,214300,240569
1353,1720,35928,42621,159612,182478,214039,240253
1353,1720,35953,42601,159502,182362,214039,240253
1380,1669,35953,42601,159156,182023,213980,240154
1341,1712,36022,42573,159156,182023,213510,239655
1341,1712,35959,42629,159058,181862,213510,239655
1390,1667,35959,42629,158809,181617,213660,239760
1337,1713,35972,42605,158809,181617,213955,240225
1337,1713,35928,42594,158776,181598,213955,240225
1342,1705,35928,42594,158656,181511,213925,240211
1347,1702,35946,42569,158656,181511,213333,239880
1347,1702,35946,42619,158655,181538,213333,239880
1404,1657,35969,42639,158861,181591,213309,239901
1333,1707,35975,42654,158861,181591,217933,244243
1339,1724,35952,42657,158883,181620,219608,246104
1319,1709,35946,42679,159040,181774,220563,247029
1359,1721,35954,42674,159040,181774,221705,248380
1359,1721,35959,42672,159011,181778,221705,248380
1302,1725,35959,42672,159432,182092,221360,248027
1341,1717,36022,42636,159432,182092,219480,246302
1341,1717,35984,42705,159415,182128,219480,246302
1345,1698,35984,42705,159361,182085,219345,246164
1339,1722,36048,42681,159361,182085,219307,246123
1339,1722,36022,42733,159287,182044,219307,246123
1344,1712,36022,42733,159081,181865,219280,246121
1341,1717,36025,42705,159081,181865,218724,245560
1341,1717,35983,42702,159096,181912,218724,245560
1391,1640,35983,42702,159535,182247,218645,245421
1342,1707,35965,42749,159535,182247,219064,245844
1342,1707,35963,42684,159485,182215,219064,245844
1402,1669,35963,42684,159033,181741,219141,245929
1350,1717,35957,42705,159033,181741,219234,246095
1350,1717,35988,42713,158702,181358,219234,246095
1349,1722,35988,42713,159015,181959,219069,245899
1355,1710,35983,42708,159015,181959,218926,245823
1355,1710,36025,42749,158975,181953,218926,245823
1349,1751,36025,42749,159192,182185,219058,246023
1345,1699,36009,42754,159192,182185,219387,246510
1345,1699,36002,42726,159233,182195,219387,246510
1375,1655,36002,42726,159518,182416,219462,246611
1347,1715,35947,42729,159518,182416,219244,246394
1347,1715,35984,42718,159551,182492,219244,246394
1373,1657,35984,42718,159854,182734,219125,246328
1353,1714,35933,42693,159854,182734,218305,245527
1353,1714,35957,42681,159893,182768,218305,245527
1355,1764,35957,42681,160029,182913,218011,245296
1345,1713,35961,42696,160029,182913,217091,244385
1345,1713,35972,42688,160068,182973,217091,244385
1373,1673,35972,42688,160388,183261,217171,244454
1353,1717,35979,42713,160388,183261,217502,244826
1353,1717,35980,42719,160408,183335,217502,244826
1370,1679,35980,42719,160347,183265,217535,244895
1346,1716,35987,42745,160347,183265,218981,246178
1346,1716,35967,42727,160303,183231,218981,246178
1340,1739,35967,42727,160446,183310,219741,246850
1357,1720,35959,42729,160446,183310,222676,249783
1357,1720,35912,42662,160448,183305,222676,249783
1355,1726,35912,42662,160458,183288,222813,249972
1352,1718,35860,42656,160458,183288,222826,249978
1352,1718,35917,42670,160406,183251,222826,249978
